Account Code,Storage Branch,Account Description,Barcode,Alternate Code,Long Description,Contents,Object Code,Description,Add Date,Item Status,Status Date,Destroy Date,Perm Flag,Container Barcode,From Date,To Date,User Field 1,User Field 2,User Field 3,User Field 4,User Date,Access Count
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291340,PEN175,UNDER 12MTHS 2008 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291338,PEN177,UNDER 12MTHS 2008 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291339,PEN176,JST/ISJSC 2008 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291337,PEN178,UNDER 12MTHS 2008 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291342,PEN174,UNDER 12MTH 2008 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291336,PEN180,UNDER 12MTHS 2008 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291341,,,,C01,,2009-06-25,In,2009-06-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291352,PEN164,JST/ISJSC 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291348,PEN168,JST/ISJSC 2007 - 2009,,C01,,2009-06-25,In,2009-06-25,2016-06-24 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291331,HURST185,G - DEC 2006,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291330,HURST186,2005 MISC,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291332,HURST184,INACTIVE JSS FILES,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291326,PEN190,MISC CLIENT FILES AND TRANSFER FOLDERS X2,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291334,PEN183,JSS CHECKLISTS JUNE 2009,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291335,PEN182,MANPWER INVOICES AND 2009 EOM / DELIVERY DOCKETS / COS / AUST POST,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291327,WYONG189,MISC 1999,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291333,PEN181,MISC CLIENT FILES AND MISC FILING,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291329,HURST187,2006 MISC,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291328,WYONG188,MISC 1999,,C01,,2009-06-29,In,2009-06-29,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278051,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278047,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278046,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278045,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278048,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278050,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278049,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278064,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278063,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278060,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278058,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278056,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278062,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278061,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278057,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278053,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278054,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278059,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278055,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278040,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278044,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278039,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278052,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278043,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278036,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278038,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278042,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278037,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01278041,,,,C01,,2013-11-25,In,2013-11-25,,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291426,PEN94,2005 - 2006 PPS FILES M - P,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291408,PEN112,"LYN'S ""GREEN"" J/S A",,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291409,PEN111,2003 - 2007 J/S BLUE - B,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291411,PEN109,2002 - 2006 J/S FILES - B,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291413,PEN107,2002 - 2006 BLUE J/S N - O,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291418,PEN102,JULY 05 - JAN 07 J/S,,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291416,PEN104,2005 - 2006 PPS,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291417,PEN103,2002 - 2006 BLUE J/S - C,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291415,PEN105,2003 - 2006 BLUE W - Z,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291428,PEN92,2005 J/S FILES,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291427,PEN93,PPS CONTACTS/CLAIMS H - M,,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291438,PEN82,JULY 04 - JUNE 05 JSS,,C01,,2009-06-25,In,2009-06-25,2012-06-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291446,PEN74,2006 JS FILES A-M,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291396,PEN8,GREEN J/S,,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291449,PEN71,"FILES ""SI""",,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291450,PEN70,"FILES ""T""",,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291451,PEN69,"FILES ""M""",,C01,,2009-06-25,In,2009-06-25,2015-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291430,PEN90,2003 JSS U - V,,C01,,2009-06-25,In,2009-06-25,2010-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291397,PEN1,"2007 - ""GREEN"" J/S",,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291447,PEN73,"2003 - 06/JS FILES, 12 MONTH AND D, X, Y, Z",,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291443,PEN77,AUG05 - FEB06 J/S - R,,C01,,2009-06-25,In,2009-06-25,2013-03-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291445,PEN75,2006 JS P - Q,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291470,GOSF64,A-C,,C01,,2009-06-25,In,2009-06-25,2014-07-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291472,GOSF15,MA - MN,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291481,GOSF6,D,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291489,GOSF18,R,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291488,GOSF14,L - MC,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291487,GOSF62,G - M,,C01,,2009-06-25,In,2009-06-25,2015-05-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291482,GOSF41,D - H,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291477,GOSF39,B,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291479,GOSF76,DEA - DO,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291480,GOSF4,BJ - CI,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291475,GOSF42,J - M,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291485,GOSF1,A,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291484,GOSF36,LA - MA,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291476,GOSF99,TA - THU,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291473,GOSF22,BJ - BE,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291469,GOSF58,K-MC,,C01,,2009-06-25,In,2009-06-25,2015-02-28 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291474,GOSF7,E - FH,,C01,,2009-06-25,In,2009-06-25,2013-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291471,GOSF28,A-CL,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291499,GOSF98,SAN - SY,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291512,GOSF94,RO - RY,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291503,GOSF66,G - K,,C01,,2009-06-25,In,2009-06-25,2014-07-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291490,GOSF103,WH - WI,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291491,GOSF72,BI - BOV,BI - BOV,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291497,GOSF88,MART - MIT,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291501,GOSF69,AD - BARR,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291492,GOSF60,U - Z,,C01,,2009-06-25,In,2009-06-25,2015-02-28 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291505,GOSF83,HOW - JE,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291509,GOSF105,MC - MCK,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291513,GOSF37,NA - RO,,C01,,2009-06-25,In,2009-06-25,2014-12-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291502,GOSF95,SA - SE,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291498,GOSF74,CI - COU,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291496,GOSF97,SM - SN,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291506,GOSF82,HIL - HOU,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291494,GOSF100,TI - TK,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291510,GOSF79,FR - GRC,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291508,GOSF89,MOF - MY,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291495,GOSF63,N - A,,C01,,2009-06-25,In,2009-06-25,2015-05-31 00:00:00,No,,,,,,,,,0
SYDN1445,Sydney,The Salvation Army Employment Plus,SYD01291504,GOSF104,WO - Z,,C01,,2009-06-25,In,2009-06-25,2015-04-30 00:00:00,No,,,,,,,,,0
